PERIODO;FECHA_REGISTRO;CODIGO;COMPONENTE;KAYROS
202305;2023-05-18 09:16:49;0000013067;BIONIS 15MG/5ML SOL.ORAL X 100ML(GENCOPHARMAC);119.00
202305;2023-05-17 13:34:25;0000013094;MEROBACTEM 1GR AMP X 10 (DANY);338.13
202305;2023-05-17 13:33:45;0000013094;MEROBACTEM 1GR AMP X 10 (DANY);338.13
202305;2023-05-16 11:39:51;0000013107;CLINDAMICINA 600 MG /4ML X 25  AMP - DANY;273.02
202305;2023-05-16 11:39:45;0000013107;CLINDAMICINA 600 MG /4ML X 25  AMP - DANY;273.02
202305;2023-05-16 11:39:13;0000013107;CLINDAMICINA 600 MG /4ML X 25  AMP - DANY;273.02
202305;2023-05-16 11:18:50;0000013093;VANCOMICINA 500 MG AMP X 10 (HK PHARMA);8.38
202305;2023-05-11 09:49:19;0000009209;TUKOL-D JBE x 120ML;27.28
202305;2023-05-11 09:48:45;0000006998;CLINDAMICINA 300 MG;2.66
202305;2023-05-11 09:44:01;0000009209;TUKOL-D JBE x 120ML;27.28
202305;2023-05-10 12:23:59;0000012919;SEROTOCAF 500 MG TAB (CAFERMA);8.41
202305;2023-05-10 11:13:35;0000012919;SEROTOCAF 500 MG TAB (CAFERMA);7.20
202305;2023-05-10 11:10:11;0000012919;SEROTOCAF 500 MG TAB (CAFERMA);7.82
202305;2023-05-10 11:09:39;0000012919;SEROTOCAF 500 MG TAB (CAFERMA);8.42
202305;2023-05-08 12:15:28;0000006922;PROPRANOLOL 40 MG TAB (MEDROCK);0.58
202305;2023-05-07 11:48:39;0000011809;JARDIANCE 10 MG TAB (BOEHRINGER);11.66
202305;2023-05-07 11:40:13;0000011809;JARDIANCE 10 MG TAB (BOEHRINGER);11.66
202305;2023-05-05 14:33:38;0000013074;LACINEX ENEMA X130 ML (SHERFARMA);54.16
202305;2023-05-05 14:32:19;0000013074;LACINEX ENEMA X130 ML (SHERFARMA);56.17
202305;2023-05-04 11:36:00;0000013047;DEXTROSA 5% x 1000cc. (medifarma);38.71
202305;2023-05-02 18:46:24;0000013052;TOSALBRON INFANTIL X 100ML (IQ FARMA);24.39
202305;2023-05-01 09:57:59;0000013051;TOSALBRON ADULTO x 100ML (IQ FARMA);24.39
202305;2023-05-01 09:57:31;0000013051;TOSALBRON ADULTO x 100ML (IQ FARMA);24.39
202305;2023-05-01 09:53:21;0000013051;TOSALBRON ADULTO x 100ML (IQ FARMA);18.97
202304;2023-04-28 16:00:16;0000012719;SIMETICONA  80 MG /ML GTS X 15 ML (AEROFIT - OQ PHARMA);18.06
202304;2023-04-28 16:00:06;0000012719;SIMETICONA  80 MG /ML GTS X 15 ML (AEROFIT - OQ PHARMA);18.06
202304;2023-04-28 15:57:56;0000012719;SIMETICONA  80 MG /ML GTS X 15 ML (AEROFIT - OQ PHARMA);19.60
202304;2023-04-28 12:14:05;0000008103;OCTAPLEX 500;3500.00
202304;2023-04-26 18:18:03;0000013016;ORFENADRINA 100MG (IQ FARMA);0.59
202304;2023-04-25 12:43:10;0000013044;ENOPLAX 60MG/0.6ML INY (CAPLIN);48.10
202304;2023-04-25 09:45:58;0000013046;MORASS 20MG (IQ FARMA);7.38
202304;2023-04-25 09:42:43;0000013046;MORASS 20MG (IQ FARMA);9.88
202304;2023-04-18 14:27:55;0000013014;LINEZOLID 600MG/300 ML (FRESENIUS KABI);276.68
202304;2023-04-12 11:03:28;0000012992;ENOPLAX 40 MG/0.4 ML INY (CAPLIN);188.88
202304;2023-04-05 12:59:10;0000012976;HIOSCINA N-BUTIL BROMURO 20 MG/ML AMP (DANY);3.10
202304;2023-04-05 12:57:56;0000012976;HIOSCINA N-BUTIL BROMURO 20 MG/ML AMP (DANY);4.02
202304;2023-04-04 11:45:52;0000012972;DOLOL 100MG/ML x 15ML GOTAS (IQ FARMA);14.85
202303;2023-03-30 17:00:03;0000012978;ALULA S-26 COMFORT X 400G;105.20
202303;2023-03-30 16:59:07;0000012978;ALULA S-26 COMFORT X 400G;118.60
202303;2023-03-29 18:24:33;0000012977;DIPHA-SCBIX 5% X 30G CREMA;59.50
202303;2023-03-27 17:52:39;0000009196;MISOCHECK 200 MG (BONAPHARM);8.50
202303;2023-03-25 10:31:35;0000012082;DICLOXACILINA 250 MG/5 ML x 60 ML (IQFARMA);13.58
202303;2023-03-25 10:25:50;0000012971;TETROIN-A 20MG  CAPS. (AC FARMA);6.40
202303;2023-03-25 10:21:45;0000012971;TETROIN-A 20MG  CAPS. (AC FARMA);6.45
202303;2023-03-25 10:20:41;0000012971;TETROIN-A 20MG  CAPS. (AC FARMA);189.00
202303;2023-03-24 16:38:23;0000012970;ZYVOX 600MG IV BAG x 300 ML (PFIZER);353.45
202303;2023-03-22 13:32:13;0000011285;FLUCONAZOL 200 MG/100 ML AMP (PHARMAGEN);130.87
202303;2023-03-22 13:21:55;0000011285;FLUCONAZOL 200 MG/100 ML AMP (PHARMAGEN);32.40
202303;2023-03-20 11:06:26;0000012943;DEMANITOL 500 ML (baxter);162.71
202303;2023-03-16 09:50:54;0000012952;PARDIL 100 MG X 60 ML (PHARMED);54.90
202303;2023-03-16 09:49:53;0000012952;PARDIL 100 MG X 60 ML (PHARMED);56.70
202303;2023-03-16 09:44:05;0000012951;ACETILCISTEINA 600 MG SOBRE (LABOGEN);4.04
202303;2023-03-16 09:42:42;0000012951;ACETILCISTEINA 600 MG SOBRE (LABOGEN);4.04
202303;2023-03-16 09:23:31;0000012953;ELBRUS 1MG COMP. (SIEGFRIED);12.40
202303;2023-03-11 11:22:15;0000012948;LITASINA 2 MG x 300 ML BOL. (MEGALABS);276.68
202303;2023-03-10 18:58:32;0000012815;ACETAZOLAMIDA 250 MG TAB  (FARMINDUSTRIA);1.77
202303;2023-03-10 17:58:42;0000010674;AZYNOR 500 MG TB. (NORDIC);0.85
202303;2023-03-10 09:21:38;0000012947;CADOTRIL NI?OS 30MG SOB. (MEDIFARMA);9.48
202303;2023-03-09 09:18:13;0000012942;SIMILAC 1 400 G PRO SENSITIVE;96.20
202303;2023-03-09 09:16:56;0000012942;SIMILAC 1 400 G PRO SENSITIVE;103.60
202303;2023-03-09 09:15:39;0000012942;SIMILAC 1 400 G PRO SENSITIVE;110.00
202303;2023-03-07 17:05:55;0000012941;TELMIPRESS HCT 40MG/12.5 TAB (IQFARMA);13.53
202303;2023-03-06 16:51:42;0000012939;LANZOPRAL MD 15MG (ROEMMERS);12.30
202303;2023-03-06 16:50:10;0000012940;RIXMIN 550 MG TAB;17.20
202303;2023-03-04 07:33:18;0000012935;ESPIRONOLACTONA 2.5MG/ML X 30ML(PREPARADO MAGISTRAL);44.50
202303;2023-03-04 07:26:13;0000012935;ESPIRONOLACTONIA 2.5MG/ML X 30ML(PREPARADO MAGISTRAL);42.37
202303;2023-03-02 10:16:35;0000012934;CAPTOPRIL 3mg/ml x 60 ml  (PREP. MAG);47.46
202302;2023-02-28 12:51:35;0000012933;RESNA 500 MG COMP. (LUKOLL);16.49
202302;2023-02-28 12:36:37;0000012933;RESNA 500 MG COMP. (LUKOLL);12.50
202302;2023-02-28 11:48:44;0000006346;SALOFALK 500 MG;12.50
202302;2023-02-24 15:07:21;0000012900;ENOFIBS 160MG;7.08
202302;2023-02-24 15:07:06;0000012900;ENOFIBS 160MG;7.08
202302;2023-02-24 10:30:56;0000012930;PARANITAXZ 500 MG (sherfarma);20.65
202302;2023-02-24 10:24:17;0000012930;PARANITAXZ 500 MG (sherfarma);123.90
202302;2023-02-24 10:24:00;0000012930;PARANITAXZ 500 MG (sherfarma);123.90
202302;2023-02-23 16:09:08;0000008990;ALPROSTADIL 500mcg/ml;1282.90
202302;2023-02-23 16:02:44;0000008990;ALPROSTADIL 500mcg/ml;948.00
202302;2023-02-23 09:54:49;0000012921;ATORSLIM 40MG TAB (CAFERMA);3.10
202302;2023-02-22 11:32:46;0000012899;TELMILOW 80 MG;5.43
202302;2023-02-22 11:20:54;0000012899;TELMILOW 80 MG;10.46
202302;2023-02-21 22:54:42;0000012924;AMOXICILINA 500MG (PHARMAGEN);1.74
202302;2023-02-21 22:54:33;0000012924;AMOXICILINA 500MG (PHARMAGEN);1.74
202302;2023-02-20 18:11:38;0000012920;ATORSLIM 20 MG TAB (CAFERMA);3.10
202302;2023-02-20 18:04:01;0000012920;ATORSLIM 20 MG TAB (CAFERMA);2.04
202302;2023-02-20 17:50:15;0000012916;LISICAF 25 MG (CAFERMA);4.25
202302;2023-02-20 17:46:26;0000012918;DILOVET 500 MG TAB (CAFERMA);2.00
202302;2023-02-20 17:35:46;0000012918;DILOVET 500 MG TAB (CAFERMA);3.71
202302;2023-02-20 17:00:36;0000012917;DOLMACAF 1 GR TAB (CAFERMA);2.39
202302;2023-02-20 15:08:49;0000012926;REMATRAL 80MG TAB. (CAFERMA);13.40
202302;2023-02-20 15:06:23;0000012925;PIRALGINA 250MG/5ML JBE. x 50 ML (IQ FARMA);10.57
202302;2023-02-20 14:56:21;0000012905;AXONA 50 MCG X 120 DOSIS (SIEGFRIED);112.50
202302;2023-02-20 11:05:43;0000012906;AZITROMICINA 200MG/5ML x 15ML (IQFARMA);53.53
202302;2023-02-18 14:33:27;0000012927;LAXOFAST SOL. ORAL (IQ FARMA);66.49
202302;2023-02-18 14:33:11;0000012927;LAXOFAST SOL. ORAL (IQ FARMA);66.49
202302;2023-02-18 13:00:18;0000012927;LAXOFAST SOL. ORAL (IQ FARMA);265.97
202302;2023-02-18 13:00:05;0000012927;LAXOFAST SOL. ORAL (IQ FARMA);265.97
202302;2023-02-18 12:59:01;0000012927;LAXOFAST SOL. ORAL (IQ FARMA);265.97
202302;2023-02-17 16:35:14;0000012926;REMATRAL 80MG TAB. (CAFERMA);13.40
202302;2023-02-04 15:49:17;0000007610;ZOLPIDEM 10MG;4.20
202302;2023-02-04 15:33:44;0000012903;TADALAFILO GENFAR 5 MG COMP.;5.69
202302;2023-02-03 14:41:42;0000012901;IRBESEL HC  300/12.5 TAB. CX20;17.87
202301;2023-01-31 11:32:39;0000012879;VENTUSOL SOLUCION X 15ML;53.20
202301;2023-01-30 12:59:36;0000012895;XAROBAN 10 MG (TECNOFARMA);20.82
202301;2023-01-26 17:06:47;0000006625;BEPANTHENE CREMA X 30 G;29.50
202301;2023-01-26 12:19:14;0000009258;PRIDEMIN - 5 TAB (VITA PHARMA);5.10
202301;2023-01-26 10:21:57;0000009197;STROCIT 500 MG;20.99
202301;2023-01-23 11:57:25;0000012873;CROMUS 0.03% UNG X 15G;136.90
202301;2023-01-21 13:50:19;0000012872;URSOFLOW 250 MG;14.40
202301;2023-01-12 20:36:34;0000012866;ITRACONAZOL 100MG CAP. (IQ FARMA);8.69
202301;2023-01-12 20:35:47;0000012869;PANTOPHARM 40MG AMP (OQ PHARMA);145.00
202301;2023-01-12 20:35:43;0000012869;PANTOPHARM 40MG AMP (OQ PHARMA);145.00
202301;2023-01-11 16:27:45;0000012864;HIERRONIM 100MG / 5ML (LAB OQ PHARMACEUTICAL);100.00
202301;2023-01-06 16:33:56;0000012832;TRAMADOL 50 MG CAP (LIPHARMA);3.25
202301;2023-01-05 09:56:15;0000012860;MEROPENEM 500 MG VIAL (RONEM - OQ PHARMA);169.07
202301;2023-01-04 16:01:41;0000007384;DIOXAFLEX CB PLUS;6.00
202212;2022-12-21 13:02:50;0000007757;UVEXIL 200MG;7.50
202212;2022-12-21 12:55:22;0000011440;CEFEPIMA 1GR. AMP (LABOT);114.15
202212;2022-12-21 12:54:38;0000012850;CEFEPIMA 1 GR AMP (PHARMAGEN));114.15
202212;2022-12-21 12:28:58;0000012852;ZITROBAC SUSP FCO X 30ML (Inti Pharma);81.99
202212;2022-12-21 11:57:10;0000012851;MIDAZOLAM 5 MG/ 5ML IM/IV (HK PHARMA);29.67
202212;2022-12-21 11:48:28;0000012849;CEFTRIAXONA 1 GR IV VIAL (LAB. DANNY);20.72
202212;2022-12-19 10:50:30;0000012816;ETORIGLOB 120 MG TAB 120 MG (QM PHARMA);9.50
202212;2022-12-19 10:48:48;0000012817;GEMFIBROZILO 600 MG TAB  (FARMIN);2.69
202212;2022-12-19 10:42:57;0000012819;BRIMODIN 100 MG /5 ML - FCO x 120 ML(IQ FARMA);67.61
202212;2022-12-19 10:35:57;0000010192;TRAMADOL 100 MG AMP;3.25
202212;2022-12-19 10:32:38;0000012842;CASPOVITAE 50 MG X 1VIAL (GALENICUM);2694.92
202212;2022-12-19 10:26:59;0000012844;CIPROFLOXACINO 500 MG TAB . (IQ FARMA);2.90
202212;2022-12-19 10:23:47;0000012845;LOSARTAN 50 MG TAB (IQ FARMA );3.79
202212;2022-12-19 10:13:15;0000012846;IRBESARTAN 150 MG TAB (IQ FARMA);7.32
202212;2022-12-14 09:45:44;0000012838;OMEPRAZOL 40 MG VIAL (seve pharma);69.60
202212;2022-12-02 16:54:14;0000012836;SALVUVENT EXP JBE 150 ML;30.66
202211;2022-11-23 17:02:35;0000012816;ETORIGLOB 120 MG TAB 120 MG (QM PHARMA);9.50
202211;2022-11-23 17:02:24;0000012816;ETORIGLOB 120 MG TAB 120 MG (QM PHARMA);9.50
202211;2022-11-21 10:48:58;0000012814;LIBERTIUM JBE x 60 ML (IQ FARMA);70.90
202211;2022-11-18 16:46:30;0000012407;ALOPURINOL 100 MG TAB. (IQ FARMA);1.50
202211;2022-11-12 13:23:19;0000007312;NATRILEX SR;6.50
202211;2022-11-07 11:12:40;0000012694;VASTALIM EZ 10/20 TAB (CAFERNA);12.62
202211;2022-11-07 11:12:36;0000012694;VASTALIM EZ 10/20 TAB (CAFERNA);12.62
202211;2022-11-07 11:11:09;0000012694;VASTALIM EZ 10/20 TAB (CAFERNA);14.90
202210;2022-10-25 13:54:44;0000012695;SEROTOCAF 250 MG/5ML X 60 ML SUSP. (CAFERNA);45.00
202210;2022-10-25 13:44:29;0000012695;SEROTOCAF 250 MG/5ML X 60 ML SUSP. (CAFERNA);45.00
202210;2022-10-25 12:25:18;0000012785;LATOPROST - RT Fco X 2.5 ML (SUN PHARMA);220.00
202210;2022-10-25 12:15:57;0000012786;CITIVITAE 1000 /10 ML SOB (GALENICUM);36.00
202210;2022-10-14 18:14:47;0000012775;HIDROCLORTIAZIDA 2 MG - FCO x 20 cap (PREP MAG);60.00
202210;2022-10-14 18:08:28;0000012774;METAMIZOL SODICO 500 MG/ML GTS x 10 ml (PORTUGAL);14.00
202210;2022-10-14 18:07:54;0000012774;METAMIZOL SODICO 500 MG/ML GTS x 10 ml (PORTUGAL);12.50
202210;2022-10-14 18:05:44;0000012770;ZETALER 10 MG TAB  (ELIFARMA);3.50
202210;2022-10-14 18:04:10;0000012769;ZETALER GTS - FCO x 15 ML (ELIFARMA);74.17
202210;2022-10-14 17:59:56;0000012768;GASLESS 80 MG TAB MAST. (INDUQUIMICA);1.91
202210;2022-10-11 16:46:06;0000007812;UROCIT-K (LAB FARMAKONSUMA);4.00
202210;2022-10-11 16:45:06;0000012766;NIMOCITAN - K  (CAFERNA);4.00
202210;2022-10-05 16:18:20;0000009125;OMEPRAZOL 20 MG. FARMIN.;1.78
202210;2022-10-05 16:18:01;0000006961;OMEPRAZOL 20 MG.;1.78
202210;2022-10-05 16:17:40;0000012762;OMEPRAZOL 20 MG. (LAB DANNY);1.78
202210;2022-10-04 15:38:16;0000012753;SILDENAFILO 1.5 MG CAP FCO x 100 (PREP. MAG.);200.00
202210;2022-10-04 15:37:24;0000012752;HIDROCLOROTIAZIDA 2.5 MG CAP - FCO x 60    (PREP . MAG);150.00
202209;2022-09-23 11:02:04;0000012723;FLUCISTEIN 100 MG /5ML Fco x 75 ml (LAFRANCOL);67.61
202209;2022-09-23 10:53:49;0000012723;FLUCISTEIN 100 MG /5ML Fco x 75 ml (LAFRANCOL);67.61
202209;2022-09-19 12:58:53;0000008103;OCTAPLEX 500;3601.69
202209;2022-09-15 17:51:44;0000008103;OCTAPLEX 500;3250.00
202209;2022-09-15 10:15:11;0000012711;DALGIET 2MG X 28 TAB;231.00
202209;2022-09-12 16:12:23;0000007252;AMIODARONA 150MG/3ML;21.47
202209;2022-09-10 10:49:02;0000012709;ENTRESTO 49MG/51MG;10.24
202209;2022-09-10 10:48:40;0000012709;ENTRESTO 49MG/51MG;10.24
202209;2022-09-09 17:46:06;0000012708;UNIDORZO x 5 ml GTS OFT (ROSTER);160.00
202209;2022-09-09 17:45:33;0000012708;UNIDORZO x 5 ml GTS OFT (ROSTER);160.00
202209;2022-09-05 12:59:25;0000012639;ETORICOXIB 120 MG TAB(QM PHARMA);9.50
202208;2022-08-31 12:18:18;0000007026;RETEVEN CR 10 MG;14.00
202208;2022-08-31 12:17:53;0000007026;RETEVEN CR 10 MG;9.50
202208;2022-08-26 17:46:30;0000012681;UROTONIX 100 MCG X1ML (GP PHARMA);325.00
202208;2022-08-26 17:42:57;0000012680;ASSIS 400 SUSP x 220 ML (ELIFARMA);67.51
202208;2022-08-26 17:42:52;0000012680;ASSIS 400 SUSP x 220 ML (ELIFARMA);67.51
202208;2022-08-26 17:33:49;0000012684;GLIMIDE 4 MG TAB ( PANALAB);5.66
202208;2022-08-26 17:31:29;0000012499;ETORIGLOB 90 MG TAB (QM PHARMA);15.00
202208;2022-08-26 17:30:44;0000009299;ETOX 90 MG TAB (EUROFARMA);15.00
202208;2022-08-26 10:41:13;0000012657;AMOXICILINA 250 MG X 60 ML (JPS);23.00
202208;2022-08-24 11:15:41;0000012671;FLAMAGESICO 100 MG/5ML x 60 ML (SHERFARMA);38.50
202208;2022-08-24 11:12:49;0000012672;DUODERM GEL X 30 G (CONVATEC);210.00
202208;2022-08-18 12:11:51;0000006345;COLUFASE SUSP.;73.79
202208;2022-08-16 11:33:50;0000012263;AMINOVENT 10 % X 500 ML (FRESENIUS KABI);179.00
202208;2022-08-16 11:32:21;0000012618;CODILUSA 60MG/2ML IV/IM/SC  AMP (LUSA);45.00
202208;2022-08-15 12:11:39;0000012643;FUROSEMIDA 40 mg  TAB (IQ FARMA);1.00
202208;2022-08-15 10:52:25;0000012655;VASTAREL - LP 80 MG  CAP .(SERVIER);16.50
202208;2022-08-15 09:48:18;0000012640;METAMIZOL 1 G /2 ML - IM/IV (FRESENIUS);5.80
202208;2022-08-15 09:28:38;0000012642;KETOROLACO 10 MG TAB (IQ FARMA);2.73
202208;2022-08-11 12:34:52;0000012644;BETAMETASONA 4MG/1ML (VITALIS);16.00
202208;2022-08-11 12:34:46;0000012644;BETAMETASONA 4MG/1ML (VITALIS);16.00
202208;2022-08-10 18:18:32;0000012646;KETOPROFENO IV 100 MG/5 ML(PROFEKET - CAFERNA);30.00
202208;2022-08-09 09:54:55;0000012651;NURECEL 80MG/0.8 ML X 1 (AC FARMA );211.86
202208;2022-08-09 09:54:19;0000012651;NURECEL 80MG/0.8 ML X 1 (AC FARMA );211.86
202208;2022-08-09 09:46:45;0000012650;VANCOMICINA 125/5ML X 140 ML (PREP . MAG);300.00
202208;2022-08-08 10:17:34;0000012638;UROTOIN XR 100 MG  (QM PHARMA);10.50
202208;2022-08-04 15:45:24;0000012614;HISTIGLOB 16 MG TAB. (QM PHARMA);5.00
202207;2022-07-25 18:22:09;0000012620;SIMETICONA  80 MG - GTS X 15 ML (IQ FARMA);18.00
202207;2022-07-25 18:21:58;0000012620;SIMETICONA  80 MG - GTS X 15 ML (IQ FARMA);18.00
202207;2022-07-25 18:20:40;0000012617;LYORPEM 1G IM/IV VIAL (OQ PHARMA);450.00
202207;2022-07-25 18:16:16;0000012615;HISTIGLOB 24MG TAB. (QM PHARMA);7.00
202207;2022-07-25 18:14:59;0000012613;SUPRACORT 15MG X 100 ML (QM PHARMA);75.00
202207;2022-07-25 18:14:24;0000012536;FLATUZYN  CAP (IQ FARMA);3.50
202207;2022-07-25 18:14:15;0000012536;FLATUZYN  CAP (IQ FARMA);3.50
202207;2022-07-22 12:32:08;0000012623;PERIO AID INTENSIVE CARE X 500 ML (DENTAID);180.00
202207;2022-07-19 11:22:22;0000012281;LORATADINA 5MG/5ML JBE. x 100 ML (GENFAR);40.00
202207;2022-07-18 18:19:56;0000012616;HIDROCLORTIAZIDA 2 MG/ML X 30 ML (PREP MAG);150.00
202207;2022-07-18 12:28:26;0000012571;CEFAZOLINA 1GR VIAL (SAREPTA);30.00
202207;2022-07-15 17:22:26;0000012580;JARDIANCE  DUO 12.5/1000 MG TAB (BOEHRINGER);10.00
202207;2022-07-14 15:30:57;0000012425;CARVEDITAS 12.5 MG TAB (ACCORD);9.00
202207;2022-07-14 15:30:32;0000012425;CARVEDITAS 12.5 MG TAB (ACCORD);9.00
202207;2022-07-14 15:19:28;0000009400;VASTAREL MR;10.00
202207;2022-07-13 15:58:02;0000008159;CLORIN 1% UNG OFT EST. X 3.5;65.00
202207;2022-07-13 14:43:31;0000012573;NITRATO DE PLATA 80% x 25 ML;250.00
202207;2022-07-13 14:43:09;0000012572;NITRATO DE PLATA 50 % x 25 ML;200.00
202207;2022-07-13 14:43:02;0000012572;NITRATO DE PLATA 50 % x 25 ML;200.00
202207;2022-07-13 11:27:22;0000012570;CARVEDITAS 6.25 MG TAB. (ACCORD);6.00
202207;2022-07-13 11:26:30;0000012570;CARVEDITAS 6.25 MG TAB. (ACCORD);6.00
202207;2022-07-12 18:42:54;0000007648;GINGISONA B SPRAY 15 ML;50.00
202207;2022-07-07 14:42:36;0000012540;PREDNISONA 5 MG/5 ML x 60 ML (IQ FARMA );17.00
202207;2022-07-07 10:44:48;0000012538;EPOETINA ALFA 10000  UI/mL INY (MEGA LABS);784.70
202207;2022-07-05 14:16:12;0000012534;FOSFOBIOTIC  1 GR AMP  (PHARMEX);175.00
202207;2022-07-04 10:39:34;0000012447;TAMSULOSINA 0.4 MG CAP (PHARMAGEN);8.72
202206;2022-06-30 15:00:20;0000012471;SIMETICONA  80 MG - GTS X 15 ML (PORTUGAL);12.00
202206;2022-06-28 12:02:20;0000010656;ENOXAPARINA 60 MG/0.06 ML INY (MEDIFARMA);211.86
202206;2022-06-27 13:21:03;0000012397;EPINEFRINA 1 MG/1 ML AMP (DANNY);7.00
202206;2022-06-23 11:26:58;0000012497;DIMENHIDRINATO 50MG/5ML AMP (JPS);9.00
202206;2022-06-22 12:39:24;0000012498;PARACETAMOL 160 MG/5ML - JBE x  900 ml (GENFAR);20.00
202206;2022-06-22 12:34:07;0000012498;PARACETAMOL 160 MG/5ML - JBE x  900 ml (GENFAR);20.00
202206;2022-06-20 15:45:14;0000011788;HIDROXICOBALAMINA 1 MG / 1 ML INY.;41.44
202206;2022-06-16 15:42:38;0000007300;PANADOL ADULTO 500MG x 2TAB;3.00
202206;2022-06-16 15:42:04;0000007291;PANADOL ANTIGRI.X2 TAB;4.50
202206;2022-06-16 15:39:17;0000012374;MEJORALITO INF. 100 MG/ML - GTS 15 ML(MEDIFARMA);25.00
202206;2022-06-16 15:39:04;0000012373;MEJORALITO INF. 160 MG/5ML - JBE x  60 ml (MEDIFARMA);25.00
202206;2022-06-16 15:38:38;0000012444;DOLOL INF. 160 MG/5ML - JBE x  60 ml (IQ FARMA);25.00
202206;2022-06-16 15:37:54;0000006387;PANADOL GOTAS 15 ml;35.00
202206;2022-06-16 15:37:40;0000006388;PANADOL JBE 60 ml.;35.00
202206;2022-06-16 15:36:43;0000007870;PANADOL FORTE X 2 TAB;4.00
202206;2022-06-16 11:26:52;0000012494;URSODIOL 250 MG TAB. REC. (NORDIC);15.69
202206;2022-06-16 11:17:41;0000012493;VANCOMICINA 500 MG VIAL (PHARMAGEN);234.52
202206;2022-06-16 10:30:43;0000012492;MIGRAX TAB.REC. (SAVAL);2.00
202206;2022-06-13 11:37:50;0000007291;PANADOL ANTIGRI.X2 TAB;2.90
202206;2022-06-13 11:37:38;0000007291;PANADOL ANTIGRI.X2 TAB;2.90
202206;2022-06-13 11:36:50;0000007870;PANADOL FORTE X 2 TAB;2.50
202206;2022-06-13 11:29:50;0000006388;PANADOL JBE 60 ml.;21.50
202206;2022-06-13 11:29:40;0000006387;PANADOL GOTAS 15 ml;21.50
202206;2022-06-13 11:23:43;0000012444;DOLOL INF. 160 MG/5ML - JBE x  60 ml (IQ FARMA);19.50
202206;2022-06-13 11:21:04;0000006979;IBUPROFENO SUSP. 60 ML PORTUGAL;13.18
202206;2022-06-13 11:18:21;0000007201;IBUPROFENO 100MG/5ML x 60 ML SUSP. FARMIN.;13.18
202206;2022-06-13 11:16:59;0000009229;IBUPROFENO 100MG/5ML x 120 ML SUSP. GENFAR;17.30
202206;2022-06-13 11:10:36;0000012428;IBUPROFENO 100MG/5ML x 120 ML SUSP. (IQ FARMA);17.30
202206;2022-06-13 11:10:30;0000012428;IBUPROFENO 100MG/5ML x 120 ML SUSP. (IQ FARMA);17.30
202206;2022-06-10 10:08:26;0000012395;SOLIXIL 5 MG TAB (HERSIL);18.11
202206;2022-06-06 17:49:00;0000012429;ALERGINOX - E 180 MG TAB (MKT PHARMA);10.50
202206;2022-06-06 10:39:51;0000012425;CARVEDITAS 12.5 MG TAB (ACCORD);4.82
202205;2022-05-31 16:13:36;0000012411;NARAMIG 2.5 MG TAB (GSK);19.00
202205;2022-05-31 16:01:00;0000012410;PROPRANOLOL 40 MG TAB (INRETAIL PHARMA);0.75
202205;2022-05-30 13:15:18;0000009896;AMOXICILINA 250 MG x 60 ML (PORTUGAL);23.00
202205;2022-05-30 13:13:54;0000007828;AMOXICILINA 250 MG X 60 ML FARMIN.;23.00
202205;2022-05-30 13:13:49;0000007828;AMOXICILINA 250 MG X 60 ML FARMIN.;23.00
202205;2022-05-30 13:13:23;0000009897;AMOXICILINA 250 MG X 60 ML IQ FARMA;23.00
202205;2022-05-24 10:06:24;0000012373;MEJORALITO INF. 160 MG/5ML - JBE x  60 ml (MEDIFARMA);18.50
202205;2022-05-24 10:06:18;0000012373;MEJORALITO INF. 160 MG/5ML - JBE x  60 ml (MEDIFARMA);18.50
202205;2022-05-24 10:05:56;0000012374;MEJORALITO INF. 100 MG/ML - GTS 15 ML(MEDIFARMA);18.50
202205;2022-05-23 10:54:28;0000012375;ACIDO TRANEXAMICO  1G/10ML AMP (PHARMAGEN);40.00
202205;2022-05-20 16:46:33;0000009217;CEFALEXINA 250MG/5ML SUSP. x 60ML GENFAR;38.04
202205;2022-05-20 16:46:08;0000012398;CEFALEXINA 250MG/5ML SUSP. x 60ML (IQ FARMA);38.04
202205;2022-05-17 18:06:55;0000012393;CAPTOPRIL 1mg/ml x 60 ml  (PREP. MAG);100.00
202205;2022-05-17 18:06:22;0000010995;CAPTOPRIL 5MG / 60ML JRB (PREPARADO MAGISTRAL);100.00
202205;2022-05-17 15:31:17;0000012392;MEGEX - I Fco x 240 ML (DROPESAC);240.00
202205;2022-05-17 15:31:06;0000012392;MEGEX - I Fco x 240 ML (DROPESAC);240.00
202205;2022-05-16 17:02:13;0000012389;MEDICORT  2MG/5ML  ELIXIR - Fco x 100 ML (MEDIFARMA);84.00
202205;2022-05-16 16:54:55;0000012388;AMIKANEN  1 GR. AMP - IM / IV (OTARVASQ);60.00
202205;2022-05-16 16:54:41;0000012388;AMIKANEN  1 GR. AMP - IM / IV (OTARVASQ);75.00
202205;2022-05-16 12:17:12;0000012387;ENFAMIL SIN LACTOSA PREMIUM - LATA x 400 Gr. (MEAD  JOHNSON);95.00
202205;2022-05-16 09:29:02;0000012386;IRRICOLINA 30 MG TAB. REC. (SHERFARMA);1.85
202205;2022-05-12 10:54:41;0000012382;METFORMINA 1000 MG TAB (MERCK);4.45
202205;2022-05-10 15:54:21;0000009327;CETIRIZINA 10 MG (PORTUGAL);1.80
202205;2022-05-10 15:53:42;0000007334;CETIRIZINA JBE 60 ML FARMIN.;10.50
202205;2022-05-10 15:53:08;0000009310;CETIRIZINA 5MG/5ML JBE. x 60 ML;10.50
