Item;Descripcion;Und;Nro_Parte;Linea;Familia;SubFam;Codigo_Interno;Tipo;Item_Relacionado;Procedencia;Dimensiones;Estado;Cta_Inventario;Cta_Gasto;Codigo_CUM;Codigo_Kairos;Codigo_DIGEMID;Ult_Usuario;Ult_Modif;SubFamInf
0000007255;LIBBERA 5 MG;TAB;;02;0074;0021;17269;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39396;ROYAL;27-04-2018 16:42;
0000007256;CLINDAMICINA 600 MG AMP (VITALIS);AMP;;02;0360;0076;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;48705;CSHIMABUKU;22-03-2021 09:15;
0000007257;PANADOL JBE X C.C;CCU;;02;0338;0014;17319;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;8769;GPERALTA;27-06-2019 08:36;
0000007258;FENAZOPIRIDINA FARMIN.;TAB;;02;0012;0001;17407;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39612;MYANTAS;12-02-2019 09:49;
0000007259;MELOXICAM 15 MG TAB (PORTUGAL);TAB;;02;0335;0043;17440;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;26253;YLESCANO;16-11-2022 09:39;
0000007260;MELOXIC 15 MG;TAB;;02;0335;0043;17445;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;7307;ROYAL;27-04-2018 16:42;
0000007261;GLUCOPHAGE XR 500 MG;TAB;;02;0054;0017;17533;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35243;MYANTAS;02-04-2019 09:16;
0000007262;DYNASTAT IM/IV 40 MG;AMP;;02;0335;0048;17653;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;4165;ROYAL;27-04-2018 16:42;
0000007263;OMEPRAZOL 40 MG VIAL (VITALIS);AMP;;02;0122;0007;17655;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;51151;JSILVAP;13-04-2021 12:04;
0000007264;LANSOPRAZOL 30 MG FARMIN.;TAB;;02;0122;0004;17684;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6599;MYANTAS;11-12-2018 10:48;
0000007265;MEDICORT 4 MG/2 ML INY;AMP;;02;0348;0008;17718;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;7244;ROYAL;27-04-2018 16:42;
0000007266;HIOSCINA N-BUTIL BROMURO 20 MG/1 ML AMP (VITALIS);AMP;;02;0059;0009;17791;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44210;JSILVAP;13-04-2021 12:04;
0000007267;ORACLOR 250 MG X 100 ML;FCO;;02;0360;0040;17802;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8618;ROYAL;27-04-2018 16:42;
0000007268;CONCOR 2,5 MG;TAB;;02;0068;0014;17806;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39528;MYANTAS;02-04-2019 09:16;
0000007269;SOLUCION BURROW 60ML;FCO;;02;0446;0005;17868;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;GPERALTA;28-06-2019 10:38;
0000007270;DEGRALER 5 MG;TAB;;02;0074;0021;17874;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41795;ROYAL;27-04-2018 16:42;
0000007271;D'HIPOGLOS UNGUENTO 20 G;TUB;;02;0271;0032;17889;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;5738;MYANTAS;27-02-2019 09:06;
0000007272;ERITROMICINA 500 MG;TAB;;02;0360;0090;17905;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45259;MYANTAS;02-04-2019 09:16;
0000007273;HUMED X 15ML;FCO;;02;0253;0011;17911;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;31434;CSHIMABUKU;14-05-2021 10:36;
0000007274;QUANOX GTAS X5ML;FCO;;02;0099;0001;17954;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40482;MYANTAS;13-08-2019 09:03;
0000007275;KYTRIL 1 MG/ 1 ML;AMP;;02;0057;0011;17966;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6458;ROYAL;27-04-2018 16:42;
0000007276;CEFACLOR  500 MG FARMIN.;TAB;;02;0360;0042;17972;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40436;MYANTAS;17-05-2019 08:57;
0000007277;DOLOFLAM;TAB;;02;0335;0024;18079;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35653;ROYAL;27-04-2018 16:42;
0000007278;PATANOL;FCO;;02;0074;0030;18107;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44610;ROYAL;27-04-2018 16:42;
0000007279;CRESTOR 10 MG;TAB;;02;0186;0013;18128;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44310;ROYAL;27-04-2018 16:42;
0000007280;CRESTOR 20 MG;TAB;;02;0186;0014;18130;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44564;ROYAL;27-04-2018 16:42;
0000007281;CLOROQUINA;TAB;;02;0410;0001;18177;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38364;ROYAL;27-04-2018 16:42;
0000007282;UNICLOR GTAS;FCO;;02;0360;0077;18204;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11055;ROYAL;27-04-2018 16:42;
0000007283;DEXTRO TOSS 120 ML;FCO;;02;0121;0005;18251;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;3516;GPERALTA;04-02-2020 09:42;
0000007284;DOLO LIVIOLEX  FORTE TAB;TAB;;02;0008;0001;18304;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;3848;MYANTAS;31-08-2018 09:15;
0000007285;BELARA X 21;CAJ;;02;0050;0006;18311;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35611;ROYAL;27-04-2018 16:42;
0000007286;ENOXAPARINA 40 MG/0.4 ML (CLENOX);AMP;;02;0049;0005;18380;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;E0159310001;;;MMELGAR;29-01-2020 09:49;
0000007287;ENOXAPARINA 60 MG;AMP;;02;0049;0006;18381;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33075;ROYAL;27-04-2018 16:42;
0000007288;HIDROCORTISONA 250MG F. AMP. PHARM;AMP;;02;0348;0014;18524;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;25639;MYANTAS;11-07-2019 09:07;
0000007289;VENTOLIN C.C.;CCU;;02;0035;0019;18583;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11353;GPERALTA;24-07-2019 15:11;
0000007290;METICORTELONE 5 MG/5ML;FCO;;02;0348;0029;18587;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41885;ROYAL;27-04-2018 16:42;
0000007291;PANADOL ANTIGRI.X2 TAB;SOB;;02;0357;0016;18588;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8768;MYANTAS;12-03-2019 09:07;
0000007292;ATACAND PLUS 16 MG;TAB;;02;0068;0019;18592;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;1006;ROYAL;27-04-2018 16:42;
0000007293;CALCIBONE X 30;CAJ;;02;0271;0012;18627;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;DE001150000;;;MYANTAS;12-03-2019 09:07;
0000007294;GESLUTIN 200 MG;TAB;;02;0447;0003;18656;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;5346;ROYAL;27-04-2018 16:42;
0000007295;DORMONID 15 MG AMPOLLA;AMP;;02;0017;0006;18691;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45071;ROYAL;27-04-2018 16:42;
0000007296;AMOXIDAL DUO 750 MG JBE;FCO;;02;0360;0149;18726;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;700;GPERALTA;28-06-2019 10:38;
0000007297;GLUCAMINOL 850 MG;TAB;;02;0054;0019;18734;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;5421;ROYAL;27-04-2018 16:42;
0000007298;FLUIMICIL 600 EFERV.;TAB;;02;0208;0009;18743;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44306;ROYAL;27-04-2018 16:42;
0000007299;UNITEARS 15 ML;FCO;;02;0253;0012;18771;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11073;YDELGADO;01-08-2018 10:15;
0000007300;PANADOL ADULTO 500MG x 2TAB;SOB;;02;0008;0013;18773;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8766;MMELGAR;17-10-2019 09:17;
0000007301;CEFAZOLINA 1GR VIAL (DANY);AMP;;02;0360;0049;18803;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;47973;GPERALTA;08-10-2020 08:26;
0000007302;PROTOPIC 0.03%  10 G;TUB;;02;0435;0004;18883;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;26023;ROYAL;27-04-2018 16:42;
0000007303;PROTOPIC 0.1% 10 G;TUB;;02;0435;0006;18884;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43573;ROYAL;27-04-2018 16:42;
0000007304;ACNOTIN 20 MG;TAB;;02;0024;0011;18897;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;162;ROYAL;27-04-2018 16:42;
0000007305;AVANT HCT 160/12.5 MG;TAB;;02;0068;0066;18899;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;1136;ROYAL;27-04-2018 16:42;
0000007306;AVANT  80 MG;TAB;;02;0068;0065;18900;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;1132;ROYAL;27-04-2018 16:42;
0000007307;BIOTONUS 5 MG;TAB;;02;0169;0005;18915;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39411;ROYAL;27-04-2018 16:42;
0000007308;UNICLOVIR 3.5 UNGTO;TUB;;02;0126;0005;18939;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42791;ROYAL;27-04-2018 16:42;
0000007309;UNIXINE-S X 3.5 G;TUB;;02;0366;0003;18940;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11076;MYANTAS;07-08-2019 08:44;
0000007310;VENTIMAX  100 MCG/250;FCO;;02;0035;0020;18961;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11352;ROYAL;27-04-2018 16:42;
0000007311;BETASERC 16 MG;TAB;;02;0125;0001;18962;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;32953;ROYAL;27-04-2018 16:42;
0000007312;NATRILEX SR;TAB;;02;0068;0028;18966;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42003;YLESCANO;21-10-2020 09:14;
0000007313;FERANIN FORTE GOTAS;FCO;;02;0028;0009;18995;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44627;ROYAL;27-04-2018 16:42;
0000007314;CERAZETTE X 28 COMP;CAJ;;02;0050;0002;18996;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2382;ROYAL;27-04-2018 16:42;
0000007315;AUGMENTIN ES 100 ML;FCO;;02;0360;0014;19004;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;30984;ROYAL;27-04-2018 16:42;
0000007316;PREDNISONA 20 MG TAB (PORTUGAL);TAB;;02;0348;0031;19058;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;48768;JSILVAP;13-04-2021 12:04;
0000007317;MACRODANTINA 50 MG;CAP;;02;0360;0125;19061;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40834;MYANTAS;02-04-2019 09:16;
0000007318;NAPROXENO 550 MG TAB (PORTUGAL);TAB;;02;0335;0047;19063;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;25558;JSILVAP;09-10-2020 09:20;
0000007319;CONCOR 5 MG;TAB;;02;0068;0015;19071;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;3023;MYANTAS;02-04-2019 09:16;
0000007320;ACIDO ALENDRONICO 70 mg x 4;CAJ;;02;0442;0001;19073;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40090;ROYAL;27-04-2018 16:42;
0000007321;AMOXICILINA + ACIDO CLAVULANICO 250MG+62.5MG/5ML x 60 ML;FCO;;02;0360;0012;19077;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;47377;KREYES;20-06-2023 08:51;
0000007322;AMOX + AC. CL..500MG TAB;TAB;;02;0360;0016;19078;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;25450;ROYAL;27-04-2018 16:42;
0000007323;VYTORIN 10/20;TAB;;02;0067;0001;19088;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33667;ROYAL;27-04-2018 16:42;
0000007324;ALDOMET 500 MG;TAB;;02;0068;0040;19093;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;30400;MYANTAS;03-09-2019 08:54;
0000007325;LISOLAC GOTAS;FCO;;02;0056;0004;19135;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42888;ROYAL;27-04-2018 16:42;
0000007326;ORFENADRINA 60MG/2ML AMP (DANY);AMP;;02;0206;0009;19136;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37521;JSILVAP;13-04-2021 12:04;
0000007327;BETAMETASONA 0.05% CREMA 20 G FARMIN.;TUB;;02;0406;0002;19167;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38274;JSILVAP;13-04-2021 12:04;
0000007328;DOLO LIVIOLEX GOTAS 20 ML;FCO;;02;0335;0008;19169;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40460;MYANTAS;31-08-2018 09:15;
0000007329;DOLO LIVIOLEX JBE 60 ML;FCO;;02;0335;0010;19170;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;21709;MYANTAS;31-08-2018 09:15;
0000007330;GRAVOL GOTAS;FCO;;02;0057;0001;19184;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40824;MYANTAS;02-04-2019 09:16;
0000007331;FUROXONA GOTAS;FCO;;02;0360;0094;19185;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;5171;MYANTAS;02-04-2019 09:16;
0000007332;CLONAZEPAM 0.5 MG;TAB;;02;0051;0005;19201;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;32125;MMELGAR;14-06-2020 10:31;
0000007333;PREDNISONA 50 MG;TAB;;02;0348;0037;19202;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;26296;EMORALES;05-04-2024 09:49;
0000007334;CETIRIZINA JBE 60 ML FARMIN.;FCO;;02;0074;0002;19203;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2427;MYANTAS;12-04-2019 09:24;
0000007335;DIURACE 12.5 MG;TAB;;02;0157;0008;19206;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;3786;MYANTAS;31-08-2018 09:15;
0000007336;ULTIVA 5 MG;AMP;;02;0336;0006;19232;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;47961;GPERALTA;04-03-2020 08:30;
0000007337;DICLOFENACO 1% GEL x 50 GR (FARMINDUSTRIA);TUB;;02;0335;0006;19252;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37573;JSILVAP;13-04-2021 12:04;
0000007338;IBUPROFENO JBE x CC;CCU;;02;0335;0022;19253;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;31416;MYANTAS;02-08-2019 08:48;
0000007339;CEBROCAL 500 MG;TAB;;02;0002;0004;19254;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2145;ROYAL;27-04-2018 16:42;
0000007340;BUPI 0.5% PESADO;AMP;;02;0015;0004;19270;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;N0199800001;;;ROYAL;27-04-2018 16:42;
0000007341;PANADOL EFERVESCENTE;TAB;;02;0338;0011;19276;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8770;MYANTAS;12-03-2019 09:07;
0000007342;DIURACE T-K;TAB;;02;0157;0011;19283;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41142;ROYAL;27-04-2018 16:42;
0000007343;TIORFAN 100 MG;CAP;;02;0055;0006;19287;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27657;ROYAL;27-04-2018 16:42;
0000007344;MAXICEF JBE 100 ML;FCO;;02;0360;0051;19359;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41627;MYANTAS;25-04-2019 09:26;
0000007345;AK-DILATE 10 %;FCO;;02;0203;0002;19368;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;29353;ROYAL;27-04-2018 16:42;
0000007346;AK-DILATE C.C;CCU;;02;0203;0001;19369;MEDICAMENTOS;;LOCAL;;Inactivo;20111001;91111101;;;;GPERALTA;27-06-2019 08:36;
0000007347;ACIDO FUSIDICO 2 % CREMA GENFAR;TUB;;02;0389;0001;19382;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40091;MYANTAS;15-08-2019 08:43;
0000007348;DICLOFENACO 1% GEL x 50 GR (GEN FAR);TUB;;02;0335;0006;19383;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38550;MMELGAR;24-12-2019 09:37;
0000007349;PARACETAMOL x C.C. JBE;CCU;;02;0008;0006;19437;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;28162;MYANTAS;10-09-2019 09:31;
0000007350;BISMUCAR 150 ML;FCO;;02;0021;0017;19450;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;20720;KREYES;20-06-2023 08:51;
0000007351;CICLOSTERONA FUERTE;AMP;;02;0447;0004;19465;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40592;ROYAL;27-04-2018 16:42;
0000007352;NORADRENALINA 4 mg;AMP;;02;0449;0001;19472;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;8317;ROYAL;27-04-2018 16:42;
0000007353;METOCLOPRAMIDA 10MG TAB. FARMIN.;TAB;;02;0057;0014;19500;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38960;JSILVAP;13-04-2021 12:04;
0000007354;CEFADROXILO 250 MG JAB.  FARMIN.;FCO;;02;0360;0043;19505;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2188;MYANTAS;17-05-2019 08:57;
0000007355;DESTOLIT CREMA 30 G;TUB;;02;0161;0002;19506;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39725;ROYAL;27-04-2018 16:42;
0000007356;CEFADROXILO 500 MG FARMIN.;TAB;;02;0360;0044;19558;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27925;MYANTAS;17-05-2019 08:57;
0000007357;FORNAX 500MG;TAB;;02;0360;0062;19562;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45738;ROYAL;27-04-2018 16:42;
0000007358;HALOPERIDOL 5MG/1ML AMP (FRESENIUS);AMP;;02;0106;0002;19571;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38497;JSILVAP;13-04-2021 12:04;
0000007359;DISALAZIN 500MG;TAB;;02;0108;0003;19572;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;3762;ROYAL;27-04-2018 16:42;
0000007360;GLUCERNA LATA 400 G (ABBOTT);LAT;;02;0250;0002;19580;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;DE000570001;;;CSHIMABUKU;16-03-2021 14:32;
0000007361;BONVIVA 150 MG;CAJ;;02;0442;0003;19584;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;46901;CSHIMABUKU;14-05-2021 10:36;
0000007362;EVACUOL F x 45 ML SOL. ORAL (LAB MEDIFARMA);FCO;;02;0197;0017;19587;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39668;JSILVAP;13-04-2021 12:04;
0000007363;LIBBERA GOTAS 15 ML;FCO;;02;0074;0020;19595;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6762;ROYAL;27-04-2018 16:42;
0000007364;LIBBERA JBE 60 ML;FCO;;02;0074;0020;19596;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6763;ROYAL;27-04-2018 16:42;
0000007365;GLICENEX  SR 500 MG;TAB;;02;0054;0017;19603;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27493;ROYAL;27-04-2018 16:42;
0000007366;GLICENEX 850 MG;TAB;;02;0054;0019;19605;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41724;ROYAL;27-04-2018 16:42;
0000007367;KETOPROFENO 100 MG;TAB;;02;0335;0029;19613;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6379;MYANTAS;31-12-2018 09:06;
0000007368;AK-FLUOR;AMP;;02;0201;0002;19628;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33402;ROYAL;27-04-2018 16:42;
0000007369;BECLOMETASONA 250 MCG INHAL. AER. (PHARMAGEN);FCO;;02;0035;0002;19634;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;1384;MMELGAR;18-12-2019 12:43;
0000007370;ANTALGINA GTAS 200 MG;FCO;;02;0335;0051;19643;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;20429;MYANTAS;20-02-2019 11:05;
0000007371;TRAMAL LONG 50 MG;TAB;;02;0011;0009;19659;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39951;ROYAL;27-04-2018 16:42;
0000007372;VIGAMOX x 5 ML;FCO;;02;0218;0001;19729;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34493;GPERALTA;28-06-2019 10:38;
0000007373;BETALOC ZOC 100 MG;TAB;;02;0070;0004;19731;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42717;ROYAL;27-04-2018 16:42;
0000007374;FENTANILO 0.05 MG x 10 ML;AMP;;02;0336;0007;19753;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;JSILVAP;13-04-2021 12:04;
0000007375;NORVASTOR 5mg/10mg;TAB;;02;0068;0006;19760;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;36879;ROYAL;27-04-2018 16:42;
0000007376;BSS x 500 ML;FCO;;02;0248;0002;19761;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33431;ROYAL;27-04-2018 16:42;
0000007377;TALENTUM 10 MG;TAB;;02;0458;0001;19771;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43347;CSHIMABUKU;14-05-2021 10:36;
0000007378;YASMIN X 21;CAJ;;02;0050;0003;19774;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11667;ROYAL;27-04-2018 16:42;
0000007379;MULTIBIOTICOS X 4;SOB;;02;0418;0002;19789;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2053;JSILVAP;13-04-2021 12:04;
0000007380;TRIAZID 30 ML;FCO;;02;0360;0035;19796;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35569;ROYAL;27-04-2018 16:42;
0000007381;MONTELUKAST 5 MG;TAB;;02;0035;0018;19800;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40141;ROYAL;27-04-2018 16:42;
0000007382;MONTELUKAST 10 MG;TAB;;02;0035;0015;19801;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40142;ROYAL;27-04-2018 16:42;
0000007383;XALACOM 2.5 ML;FCO;;02;0062;0011;19820;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11615;ROYAL;27-04-2018 16:42;
0000007384;DIOXAFLEX CB PLUS;TAB;;02;0339;0004;19840;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43887;CSHIMABUKU;14-05-2021 10:36;
0000007385;MICROSER 16 MG;TAB;;02;0125;0004;19877;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39146;MYANTAS;16-08-2019 09:40;
0000007386;EVACUOL ENEMA FCO x 250 ML;FCO;;02;0197;0001;19888;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;50796;JSILVAP;13-04-2021 12:04;
0000007387;AMBROXOL 30mg X120 ML FARMIN.;FCO;;02;0208;0011;19910;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27551;CSHIMABUKU;14-05-2021 10:36;
0000007388;BRONCOMAGNI. 500 SUSP;FCO;;02;0372;0003;19915;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;20772;ROYAL;27-04-2018 16:42;
0000007389;CLOTRIMAZOL 500 MG TAB. VAG.;TAB;;02;0077;0011;19916;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33940;MYANTAS;21-03-2019 09:35;
0000007390;THYROZOL 20 MG;TAB;;02;0188;0002;19931;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39932;ROYAL;27-04-2018 16:42;
0000007391;REDEX 250MG(CLORZ+DICL);TAB;;02;0339;0001;19938;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27313;MYANTAS;04-02-2019 10:39;
0000007392;GRIFOPARKIN 250/ 25mg;TAB;;02;0100;0004;19956;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;5499;MYANTAS;31-08-2018 09:15;
0000007393;REDEX PLUS X2 AMP.(ORF/DICL);CAJ;;02;0339;0002;19965;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;9490;MYANTAS;04-02-2019 10:39;
0000007394;TIAMINA 100 MG TAB (PORTUGAL);TAB;;02;0271;0023;19981;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;48983;JSILVAP;13-04-2021 12:04;
0000007395;CREON  25 000 x300mg capsula;CAP;;02;0297;0002;19999;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35635;ROYAL;27-04-2018 16:42;
0000007396;CLINDACIN 600 AMP;AMP;;02;0360;0076;20006;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;21231;ROYAL;27-04-2018 16:42;
0000007397;CLINDACIN 300 MG;CAP;;02;0360;0074;20007;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;21233;MYANTAS;31-08-2018 09:15;
0000007398;VYTORIN 10/40 MG;TAB;;02;0067;0003;20011;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33668;ROYAL;27-04-2018 16:42;
0000007399;CIPROFLOX 500 MG TAB;TAB;;02;0360;0067;20036;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;21127;MYANTAS;20-02-2019 11:05;
0000007400;SINGULAIR 4 MG GRANULOS;SOB;;02;0035;0016;20049;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39957;ROYAL;27-04-2018 16:42;
0000007401;LYRICA 75 MG;CAP;;02;0383;0004;20073;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;7090;ROYAL;27-04-2018 16:42;
0000007402;LYRICA 150 MG;CAP;;02;0383;0002;20074;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;7091;ROYAL;27-04-2018 16:42;
0000007403;TETRALYSAL 300 MG;TAB;;02;0360;0106;20077;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10693;ROYAL;27-04-2018 16:42;
